id_kab,id_prov,year,population,densities,hdi,gross_regional_domestic_product,total_landfills,solid_waste_generated,sqrt(hdi)*log(id_kab),population/gross_regional_domestic_product,hdi**3/gross_regional_domestic_product,hdi**3*id_prov**2,gross_regional_domestic_product/solid_waste_generated,happiness_score
7505,75,2023.0,128970.0,75.7,66.61,4145.0,1.0,2199.263,72.82766993493317,31.1145958986731,71.30069548395657,1662420278.143125,1.8847222910584138,76.1
8103,81,2022.0,427050.0,154.78,71.81,9986.0,1.0,6201.06,76.26661531797245,42.76487081914681,37.082005882335274,2429544275.3717012,1.6103698399950974,76.56
7103,71,2023.0,137829.0,188.3,72.22,5655.0,1.0,2076.336,75.36466480892474,24.372944297082228,66.61006278479222,1898843401.346968,2.723547633908963,79.23
7206,72,2022.0,228641.0,61.79,66.76,9697.0,1.0,3326.593,72.57744198577642,23.578529442095494,30.683972751985152,1542460235.8947842,2.9149944101968592,76.42
6503,65,2023.0,27470.0,7.84,69.2,9021.0,1.0,523.48,73.03793693455931,3.0451169493404278,36.73360913424233,1400054676.8000002,17.232750057308778,75.84
1709,17,2022.0,119814.0,97.89,68.47,6545.0,1.0,2504.164,61.59378697970727,18.306187929717343,49.04461534346829,92768135.14524698,2.6136467100397573,70.73
5319,53,2023.0,290790.0,121.69,63.24,3938.0,1.0,3744.801,68.22360331409654,73.84205180294566,64.2243728349416,710439864.8492161,1.0515912594554424,70.43
9426,94,2023.0,37285.0,1.69,66.46,2304.0,1.0,643.584,74.60355139190472,16.182725694444443,127.40853912152774,2593801386.265695,3.579952267303103,70.0
6371,63,2023.0,678243.0,6888.51,78.5,42049.0,1.0,19084.875,77.60947158934177,16.129824728293183,11.50411722038574,1919950664.625,2.203263055168032,76.1
1613,16,2022.0,192369.0,32.02,65.74,8549.0,1.0,2976.693,59.884633578118475,22.50193005029828,33.233324040706506,72732591.92934398,2.8719790720776377,72.52
6206,62,2022.0,65457.0,17.1,68.94,5460.0,1.0,1020.348,72.51245657796399,11.988461538461538,60.009663916483504,1259497228.5984957,5.351115501769985,72.54
9428,94,2022.0,38735.0,1.63,53.1,1973.0,1.0,685.251,66.6863062109216,19.632539280283833,75.8850942726812,1322937327.276,2.8792369511317752,71.56
6112,61,2022.0,628558.0,89.98,68.91,35209.0,3.0,11293.416,72.36998030948759,17.852196881479166,9.293794369933822,1217604991.4180908,3.11765722612184,73.7
3205,32,2023.0,2649198.0,864.29,68.11,72229.0,1.0,40946.54,66.62109066526497,36.67776101012059,4.37442564248432,323543439.084544,1.7639829885504368,78.14
3313,33,2023.0,955116.0,1234.0,77.31,47204.0,1.0,18876.467,71.2694666139495,20.233793746292687,9.78877211446064,503193357.59229904,2.5006798147132088,73.19
1906,19,2022.0,130463.0,52.04,72.29,9785.0,1.0,1858.52,64.21624646172259,13.332958610117528,38.60769238518141,136377233.46602905,5.264941996857715,75.91
5304,53,2022.0,467732.0,118.92,62.73,8810.0,1.0,7323.390000000001,67.9255840445317,53.091032917139614,28.01882728910329,693390044.3833529,1.2029947879329106,71.82
5201,52,2022.0,742074.0,704.11,69.41,16562.0,1.0,10533.61,71.28736576865822,44.8058205530733,20.190791910457673,904217317.7591839,1.5723004743862738,68.27
5306,53,2022.0,226307.0,200.76,63.22,5036.0,1.0,3220.28,68.19335759447846,44.9378474980143,50.173887658459094,709766036.378632,1.5638391692647844,70.67
7271,72,2023.0,386560.0,1084.78,82.52,30787.0,1.0,9761.744,80.77220254353796,12.555948939487447,18.251992691980377,2913014529.2574716,3.1538421822985727,78.05
9413,94,2023.0,67167.0,2.48,63.46,5341.0,1.0,951.82,72.88931444330734,12.575734881108406,47.84952438419772,2258166240.8272963,5.611355088146918,71.76
7601,76,2023.0,181360.0,191.34,68.62,5969.0,1.0,2688.001,74.02360346006712,30.38364885240409,54.1315623937008,1866290845.2801285,2.2206092929280903,74.28
1374,13,2022.0,57850.0,2515.22,78.78,4087.0,1.0,1786.51,64.13199942630138,14.154636652801566,119.6308784321018,82629406.625688,2.287700600612367,71.23
3302,33,2022.0,1806013.0,1359.95,73.17,62817.0,1.0,19596.45,69.30650030833448,28.750386041995,6.23622783662066,426606084.050157,3.2055295729583673,72.08
1473,14,2022.0,331832.0,192.14,75.26,45053.0,1.0,6055.93,63.28645391759584,7.365369675715269,9.461694616917855,83550434.60489602,7.439484934601292,72.44
1707,17,2022.0,107248.0,64.4,68.12,3889.0,1.0,2940.98,61.42649544710443,27.577269220879405,81.28042667215225,91352778.42579202,1.3223483328686356,71.05
3306,33,2023.0,788265.0,761.73,74.28,23188.0,1.0,11743.29,69.84065075532487,33.99452302915301,17.674713936173884,446317139.492928,1.9745744165391468,76.03
1209,12,2022.0,1021615.0,233.65,73.77,47286.0,1.0,18644.47,60.96046654102894,21.605020513471217,8.489982058812332,57809849.995152,2.5361943782794576,69.83
6110,61,2023.0,239502.0,22.51,67.76,6644.0,1.0,3898.324,71.7608747812708,36.047862733293194,46.82637817218544,1157656892.9192963,1.7043221651150597,74.72
7306,73,2023.0,801108.0,441.87,71.57,28453.0,1.0,14311.466,75.26313593754168,28.155484483182793,12.88442339623238,1953614058.6007965,1.9881261640142247,76.67
1302,13,2022.0,516518.0,266.41,70.84,16606.0,1.0,5580.32,60.36132658068032,31.104299650728652,21.407730260387815,60078953.91097601,2.975815007024687,71.26
1274,12,2022.0,177785.0,4563.27,76.17,6931.0,1.0,4548.82,62.40120384146304,25.65069975472515,63.76112452936085,63637682.992272004,1.523691858547931,70.9
7313,73,2023.0,386537.0,148.17,71.1,24589.0,1.0,6167.465000000001,75.02367752298957,15.719915409329374,14.61732608076782,1915378121.7989995,3.986889264876249,76.55
3508,35,2022.0,1137227.0,635.0,66.95,36664.0,1.0,19144.61,66.79047290934162,31.017537639101025,8.184872146383375,367610436.6593751,1.9151082210606536,74.98
6503,65,2022.0,26783.0,7.64,68.6,8626.0,1.0,517.79,72.72060913285765,3.1049153721307676,37.42509343844191,1363951916.5999997,16.659263407945307,76.67
6103,61,2023.0,413588.0,41.74,68.14,13684.0,1.0,6822.106999999999,71.95234944977155,30.224203449283834,23.12029239579071,1177242839.936824,2.0058319226010384,74.46
3310,33,2023.0,1284386.0,1830.86,77.59,51274.0,1.0,23705.07,71.39043128242389,25.049459765183133,9.110035231871906,508680553.7156311,2.162997198489606,73.91
1104,11,2023.0,231331.0,54.53,71.05,6258.0,1.0,4166.62,59.06024828111153,36.96564397571109,57.313467980984335,43398789.597624995,1.501936821692403,73.98
2101,21,2022.0,266177.0,174.66,72.65,15554.0,1.0,6800.82,65.20618947345699,17.113089880416613,24.652715354571175,169100715.56962502,2.2870771465793833,74.29
5107,51,2023.0,513800.0,612.03,68.91,18975.0,1.0,8382.043000000001,70.87873608431565,27.077733860342555,17.245070143399207,851112760.7305709,2.2637679143378286,79.76
5103,51,2022.0,549500.0,1313.02,82.13,55290.0,1.0,11947.46,77.37236911945426,9.938506058961838,10.019795977518536,1440939745.4717968,4.627761884115955,75.02
1971,19,2023.0,236267.0,1995.5,79.93,18809.0,1.0,5484.192000000001,67.8242043844034,12.561380190334415,27.149618568610776,184347240.41217703,3.429675693338234,77.86
3319,33,2023.0,874632.0,2056.99,76.71,121310.0,1.0,16748.724,71.00821568090467,7.209892012200148,3.7209972196109136,491568254.0822789,7.242939820370794,74.7
1207,12,2022.0,508024.0,198.34,72.92,41809.0,1.0,7520.466,60.59410869162521,12.15106795187639,9.274066375373724,55834479.516672,5.559362943732476,71.09
9111,91,2023.0,37674.0,13.4,61.55,927.0,1.0,655.781,71.52820208186576,40.640776699029125,251.5384831445523,1930931895.8588748,1.4135816682703526,72.87
9432,94,2022.0,104066.0,24.03,49.9,1440.0,1.0,1522.612,64.64870116872488,72.26805555555555,86.28576319444443,1097886245.1639998,0.9457432359655644,70.52
1906,19,2023.0,132355.0,52.8,72.86,10562.0,1.0,1916.94,64.46891896286243,12.531244082560121,36.62025276046203,139628702.585816,5.50982294698843,76.02
1174,11,2023.0,196067.0,1082.88,78.92,11170.0,1.0,3413.378,62.7914695982211,17.552999104744853,44.00561112694718,59476663.830848,3.2724181148410754,75.08
3402,34,2023.0,1009430.0,1991.58,81.39,34012.0,1.0,21103.181,73.36505328473422,29.67864283194167,15.851887263877456,623262474.399564,1.6117001507971713,73.02
7206,72,2023.0,236110.0,57.87,67.66,10369.0,1.0,3432.981,73.06501705716363,22.770758993152665,29.871642694184583,1605687303.0896637,3.020407045655073,78.84
1405,14,2023.0,488497.0,57.09,74.98,109923.0,4.0,6972.23,62.759355383707614,4.443992613010926,3.834844300028202,82621367.63843201,15.765831018196474,74.45
8172,81,2023.0,91572.0,259.66,69.43,3202.0,1.0,1597.2620000000002,75.0627668870269,28.59837601499063,104.52499806589634,2195894816.4177275,2.0046805095219193,78.05
1407,14,2022.0,582679.0,76.79,70.31,49614.0,2.0,13261.38,60.785435533302795,11.744245575845527,7.005627661365745,68125133.31503601,3.741239599498695,71.7
1309,13,2022.0,307425.0,77.88,67.41,10391.0,1.0,4425.3,58.9259028430374,29.585699162736983,29.479196133288422,51767797.266549,2.3480893950692607,70.82
1203,12,2022.0,307312.0,70.56,70.92,17052.0,1.0,5531.378,59.729409572844865,18.0220501993901,20.91851528782548,51365163.26707201,3.082776118356041,71.41
1107,11,2023.0,204475.0,69.84,72.88,13572.0,1.0,3681.37,59.83917257234585,15.06594459180666,28.522083102858822,46839307.136512,3.6866709947655356,75.86
1613,16,2023.0,195962.0,32.61,66.6,9067.0,1.0,3056.4170000000004,60.27506137261915,21.612661299216942,32.580599536781726,75624523.77599998,2.9665454681085723,75.24
6110,61,2022.0,235669.0,22.15,66.81,6177.0,1.0,3806.898,71.25605285187153,38.152663105067184,48.27772692909179,1109645063.095761,1.6225809044529167,74.36
