id_kab,id_prov,year,total_area (km2),population,densities,traffic_density,hdi,gross_regional_domestic_product,happiness_score,grdp_kapita,pca1,pca2,pca3
1101,11,2022,1838.09,94876.0,51.62,0,67.27,2688.0,72.37,0.028331717188751635,-1.1635451751346182,0.6713832009153503,-0.33097719699336187
1103,11,2022,4173.82,237376.0,56.87,0,67.87,6447.0,72.54,0.027159443246157995,-1.0213780468853741,0.6772951909466554,-0.44970807810000424
1104,11,2022,4242.04,228308.0,53.82,0,70.32,5829.0,72.38,0.025531299823046062,-0.8859549172341082,0.6251836779510007,-0.3981794510097637
1106,11,2022,4527.53,222673.0,49.18,0,73.95,8873.0,71.38,0.039847669003426546,-0.5817297617512192,0.5605507262851742,-0.2310380097107818
1107,11,2022,2927.95,202858.0,69.28,0,72.34,12730.0,72.36,0.06275325597215786,-0.5645621748306071,0.6056592631998048,-0.11499862402145841
1108,11,2022,2903.5,414490.0,142.76,0,74.0,15457.0,72.91,0.037291611377837826,-0.41572444034172545,0.5842542495779391,-0.41570947274910913
1110,11,2022,1798.0,443874.0,246.87,0,73.16,15470.0,73.03,0.03485223284085123,-0.4416716225317379,0.6038418263470583,-0.4751331265952744
1111,11,2022,3296.86,614640.0,186.43,0,70.22,28310.0,70.79,0.04605948197318756,-0.40237098876431127,0.6979136871384513,-0.6252461830598693
1112,11,2022,1882.05,155046.0,82.38,0,67.41,4546.0,71.79,0.029320330740554415,-1.0969629459698949,0.677156347786777,-0.37537141933467705
1113,11,2022,5549.91,103131.0,18.58,0,68.25,3077.0,71.92,0.02983583985416606,-1.0947423852317628,0.6541239507954801,-0.30703533714735326
1114,11,2022,1957.02,301492.0,154.06,0,70.43,10433.0,72.63,0.03460456662199992,-0.7472687579784678,0.6393059582007115,-0.40897983483375
1115,11,2022,3544.9,173393.0,48.91,0,70.1,10635.0,76.15,0.06133465595496935,-0.7451053197108662,0.6456120404826351,-0.1450318915806804
